OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_35_2
Export date:	2022/09/16 15:34:59
Start of measurement:	2022-09-16 14:06:17.276

Datafile sample rate:	10.00	Hz
Datafile duration:	3967.700	s
Datafile total number of samples:	39677

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	5.76

Device id:	291
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	847	nm
1	2	761	nm
1	3	848	nm
1	4	761	nm
1	5	848	nm
1	6	762	nm

Export sample rate:	10.00	Hz
Selected time span:	0	3967.700
Selected time span (sample numbers):	0	39677


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_35_2)
3	Rx1-Tx1 HHb (T2A_35_2)
4	Rx1-Tx1 tHb (T2A_35_2)
5	Rx1-Tx2 O2Hb (T2A_35_2)
6	Rx1-Tx2 HHb (T2A_35_2)
7	Rx1-Tx2 tHb (T2A_35_2)
8	Rx1-Tx3 O2Hb (T2A_35_2)
9	Rx1-Tx3 HHb (T2A_35_2)
10	Rx1-Tx3 tHb (T2A_35_2)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_35_2)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_35_2)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	118.9283	52.8044	171.7325	93.1415	35.8586	129.0004	73.0930	31.3267	104.4193	43.7250	98.5201	
     1	 0.1693	-0.0625	 0.1065	 0.1443	-0.0533	 0.0913	 0.1236	-0.1119	 0.0113	59.5535	99.8908	
     2	 0.1693	-0.0625	 0.1065	 0.0967	 0.0163	 0.1134	 0.2031	-0.0763	 0.1264	59.6039	99.8887	
     3	 0.1523	-0.0563	 0.0959	 0.1443	-0.0533	 0.0913	-0.0000	-0.0000	-0.0005	59.0960	99.8962	
     4	 0.1583	-0.1019	 0.0562	 0.0866	-0.0320	 0.0549	 0.1998	-0.1405	 0.0588	59.6969	99.8880	
     5	 0.1175	-0.0608	 0.0565	 0.0433	-0.0160	 0.0276	 0.0601	-0.0881	-0.0284	59.4553	99.8896	
     6	 0.0836	-0.0482	 0.0352	 0.0433	-0.0160	 0.0276	 0.0601	-0.0881	-0.0284	59.5230	99.8897	
     7	 0.1075	-0.0831	 0.0242	 0.0000	-0.0000	 0.0003	 0.0601	-0.0881	-0.0284	59.4265	99.8881	
     8	 0.0667	-0.0420	 0.0245	 0.0000	-0.0000	 0.0003	 0.0601	-0.0881	-0.0284	59.5568	99.8895	
     9	 0.0677	-0.0250	 0.0425	 0.0390	 0.0376	 0.0770	 0.2031	-0.0763	 0.1264	59.8060	99.8886	
    10	 0.1792	-0.0402	 0.1389	 0.0857	 0.0799	 0.1659	 0.2031	-0.0763	 0.1264	59.6327	99.8822	
    11	 0.2031	-0.0750	 0.1279	 0.1400	 0.0004	 0.1407	 0.1396	-0.0525	 0.0868	59.3673	99.8891	
    12	 0.1284	-0.0214	 0.1068	 0.0967	 0.0163	 0.1134	 0.1396	-0.0525	 0.0868	59.5652	99.8903	
    13	 0.1284	-0.0214	 0.1068	 0.0967	 0.0163	 0.1134	 0.0635	-0.0239	 0.0392	59.3622	99.8906	
    14	 0.1284	-0.0214	 0.1068	 0.0967	 0.0163	 0.1134	 0.0635	-0.0239	 0.0392	59.3622	99.8906	
    15	 0.1185	-0.0438	 0.0745	 0.0866	-0.0320	 0.0549	 0.2031	-0.0763	 0.1264	59.7050	99.8953	
    16	 0.0776	-0.0027	 0.0748	 0.0390	 0.0376	 0.0770	-0.0000	-0.0000	-0.0005	59.2944	99.8906	
    17	 0.0776	-0.0027	 0.0748	-0.0042	 0.0536	 0.0497	 0.1396	-0.0525	 0.0868	59.6664	99.8898	
    18	 0.0508	-0.0188	 0.0318	 0.0433	-0.0160	 0.0276	 0.0635	-0.0239	 0.0392	59.4688	99.8957	
    19	 0.0508	-0.0188	 0.0318	 0.0433	-0.0160	 0.0276	-0.0000	-0.0000	-0.0005	59.2996	99.8959	
    20	-0.0000	-0.0000	-0.0002	 0.0000	-0.0000	 0.0003	-0.0000	-0.0000	-0.0005	59.4012	99.8958	
    21	-0.0339	 0.0125	-0.0216	 0.0000	-0.0000	 0.0003	-0.0000	-0.0000	-0.0005	59.4688	99.8959	
    22	-0.0239	 0.0348	 0.0107	 0.0000	-0.0000	 0.0003	-0.0000	-0.0000	-0.0005	59.4976	99.8971	
    23	 0.0538	 0.0322	 0.0857	 0.0967	 0.0163	 0.1134	 0.0795	 0.0356	 0.1147	59.4418	99.8970	
    24	 0.1045	 0.0134	 0.1178	 0.0424	 0.0959	 0.1386	 0.0795	 0.0356	 0.1147	59.3404	99.8891	
    25	 0.1045	 0.0134	 0.1178	-0.0153	 0.1172	 0.1022	 0.1429	 0.0118	 0.1543	59.5093	99.8885	
    26	 0.0707	 0.0259	 0.0964	 0.0967	 0.0163	 0.1134	 0.0033	 0.0642	 0.0671	59.2049	99.8972	
    27	 0.0707	 0.0259	 0.0964	-0.0153	 0.1172	 0.1022	 0.0033	 0.0642	 0.0671	59.2049	99.8891	
    28	 0.0776	-0.0027	 0.0748	-0.0153	 0.1172	 0.1022	 0.0033	 0.0642	 0.0671	59.1424	99.8878	
    29	 0.0438	 0.0098	 0.0534	-0.0042	 0.0536	 0.0497	 0.0033	 0.0642	 0.0671	59.2102	99.8955	
    30	 0.0269	 0.0161	 0.0428	 0.0390	 0.0376	 0.0770	 0.0033	 0.0642	 0.0671	59.2440	99.8958	
    31	 0.0030	 0.0509	 0.0537	-0.0042	 0.0536	 0.0497	-0.1363	 0.1166	-0.0201	58.9673	99.8973	
    32	 0.0169	-0.0063	 0.0104	-0.1019	 0.1492	 0.0476	-0.1363	 0.1166	-0.0201	58.8423	99.8866	
    33	-0.0000	-0.0000	-0.0002	-0.0475	 0.0696	 0.0224	-0.1998	 0.1405	-0.0598	58.7061	99.8947	
    34	-0.0339	 0.0125	-0.0216	-0.0908	 0.0856	-0.0049	-0.2760	 0.1691	-0.1073	58.5696	99.8947	
