OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_10
Export date:	2022/09/09 17:47:48
Start of measurement:	2022-09-09 16:07:50.486

Datafile sample rate:	10.00	Hz
Datafile duration:	4145.200	s
Datafile total number of samples:	41452

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	6.58

Device id:	291
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	847	nm
1	2	761	nm
1	3	848	nm
1	4	761	nm
1	5	848	nm
1	6	762	nm

Export sample rate:	10.00	Hz
Selected time span:	0	4145.200
Selected time span (sample numbers):	0	41452


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_10)
3	Rx1-Tx1 HHb (T2A_10)
4	Rx1-Tx1 tHb (T2A_10)
5	Rx1-Tx2 O2Hb (T2A_10)
6	Rx1-Tx2 HHb (T2A_10)
7	Rx1-Tx2 tHb (T2A_10)
8	Rx1-Tx3 O2Hb (T2A_10)
9	Rx1-Tx3 HHb (T2A_10)
10	Rx1-Tx3 tHb (T2A_10)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_10)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_10)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	132.4617	69.7663	202.2280	107.9338	56.2639	164.1977	92.3225	51.4390	143.7615	43.7250	98.5201	
     1	 0.0898	-0.0180	 0.0718	 0.1085	-0.0205	 0.0880	 0.1287	-0.0311	 0.0976	64.5255	99.8430	
     2	 0.1351	-0.0195	 0.1156	 0.1159	-0.0037	 0.1122	 0.1345	-0.0275	 0.1070	64.4229	99.8413	
     3	 0.1125	-0.0188	 0.0937	 0.0899	-0.0071	 0.0828	 0.1117	-0.0304	 0.0813	64.4221	99.8424	
     4	 0.1046	-0.0235	 0.0811	 0.0773	-0.0025	 0.0748	 0.1059	-0.0340	 0.0719	64.4221	99.8410	
     5	 0.0898	-0.0180	 0.0718	 0.0832	-0.0112	 0.0720	 0.0947	-0.0298	 0.0649	64.4221	99.8414	
     6	 0.0819	-0.0227	 0.0593	 0.0513	-0.0059	 0.0454	 0.0778	-0.0292	 0.0486	64.3711	99.8428	
     7	 0.0445	-0.0164	 0.0280	 0.0379	-0.0140	 0.0239	 0.0550	-0.0321	 0.0229	64.4213	99.8425	
     8	 0.0288	-0.0258	 0.0029	 0.0186	-0.0134	 0.0052	 0.0269	-0.0273	-0.0004	64.3200	99.8414	
     9	 0.0209	-0.0305	-0.0096	-0.0134	-0.0081	-0.0214	 0.0152	-0.0343	-0.0191	64.3192	99.8420	
    10	 0.0052	-0.0399	-0.0347	-0.0267	-0.0162	-0.0429	-0.0129	-0.0295	-0.0424	64.2177	99.8423	
    11	-0.0244	-0.0290	-0.0534	-0.0527	-0.0196	-0.0723	-0.0298	-0.0289	-0.0587	64.2680	99.8452	
    12	-0.0166	-0.0243	-0.0409	-0.0193	 0.0006	-0.0187	 0.0216	-0.0196	 0.0021	64.3734	99.8419	
    13	 0.0680	-0.0023	 0.0656	 0.0780	 0.0103	 0.0883	 0.1234	-0.0234	 0.1000	64.5764	99.8407	
    14	 0.0907	-0.0031	 0.0875	 0.0906	 0.0056	 0.0962	 0.1123	-0.0192	 0.0931	64.4739	99.8408	
    15	 0.0828	-0.0078	 0.0750	 0.0713	 0.0062	 0.0775	 0.0789	-0.0067	 0.0723	64.3216	99.8415	
    16	 0.0680	-0.0023	 0.0656	 0.0587	 0.0109	 0.0696	 0.0901	-0.0108	 0.0792	64.4237	99.8425	
    17	 0.0680	-0.0023	 0.0656	 0.0587	 0.0109	 0.0696	 0.0842	-0.0144	 0.0698	64.4229	99.8413	
    18	 0.0453	-0.0016	 0.0438	 0.0394	 0.0115	 0.0509	 0.0561	-0.0096	 0.0466	64.3719	99.8408	
    19	 0.0227	-0.0008	 0.0219	 0.0134	 0.0081	 0.0215	 0.0281	-0.0048	 0.0233	64.3208	99.8426	
