OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_41
Export date:	2022/09/16 00:08:40
Start of measurement:	2022-09-15 23:02:23.768

Datafile sample rate:	10.00	Hz
Datafile duration:	3438.400	s
Datafile total number of samples:	34384

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	6.23

Device id:	334
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	849	nm
1	2	759	nm
1	3	846	nm
1	4	757	nm
1	5	848	nm
1	6	757	nm

Export sample rate:	10.00	Hz
Selected time span:	0	3438.400
Selected time span (sample numbers):	0	34384


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_41)
3	Rx1-Tx1 HHb (T2A_41)
4	Rx1-Tx1 tHb (T2A_41)
5	Rx1-Tx2 O2Hb (T2A_41)
6	Rx1-Tx2 HHb (T2A_41)
7	Rx1-Tx2 tHb (T2A_41)
8	Rx1-Tx3 O2Hb (T2A_41)
9	Rx1-Tx3 HHb (T2A_41)
10	Rx1-Tx3 tHb (T2A_41)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_41)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_41)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	122.0228	58.7136	180.7365	97.0174	46.9653	143.9827	78.1927	41.5124	119.7050	11.5652	98.7634	
     1	-0.2969	-0.2276	-0.5245	-0.3543	-0.2311	-0.5854	-0.3107	-0.1840	-0.4948	57.4544	99.9977	
     2	-0.2316	-0.1874	-0.4190	-0.3102	-0.1781	-0.4884	-0.2518	-0.1808	-0.4327	57.5688	99.9973	
     3	-0.2123	-0.1307	-0.3429	-0.2059	-0.1396	-0.3455	-0.1526	-0.0959	-0.2487	57.6416	99.9978	
     4	 0.0000	 0.0000	 0.0000	 0.0831	 0.0255	 0.1086	 0.1135	 0.1278	 0.2412	57.5051	99.9982	
     5	 0.3329	 0.0556	 0.3885	 0.3382	-0.2428	 0.0954	 0.0259	-0.4468	-0.4210	58.7012	99.9964	
     6	-0.7235	-0.5200	-1.2435	-0.8666	-0.5982	-1.4648	-0.8655	-0.4197	-1.2852	56.9069	99.9976	
     7	-0.1952	 0.1337	-0.0615	 0.0741	 0.3164	 0.3906	 0.3494	 0.4341	 0.7835	57.7725	99.9973	
     8	 0.5635	 0.2275	 0.7910	 0.5396	 0.1520	 0.6916	 0.4033	 0.0614	 0.4645	57.9618	99.9968	
     9	 0.1164	-0.0179	 0.0986	 0.0814	-0.0013	 0.0801	 0.0766	 0.0029	 0.0794	57.5613	99.9974	
    10	 0.0123	-0.0521	-0.0398	-0.0238	-0.0532	-0.0770	-0.0401	-0.0817	-0.1220	57.6547	99.9972	
    11	-0.0918	-0.0864	-0.1782	-0.1273	-0.0783	-0.2056	-0.1451	-0.0686	-0.2138	57.4597	99.9975	
    12	-0.1225	-0.0754	-0.1978	-0.1327	-0.0559	-0.1885	-0.1322	-0.0492	-0.1815	57.5119	99.9974	
    13	-0.0653	-0.0402	-0.1055	-0.0761	-0.0210	-0.0972	-0.0542	-0.0228	-0.0771	57.6002	99.9973	
    14	-0.0082	-0.0050	-0.0132	-0.0142	-0.0087	-0.0228	-0.0107	 0.0158	 0.0050	57.5639	99.9977	
    15	-0.0163	-0.0100	-0.0263	-0.0478	-0.0036	-0.0515	-0.0312	-0.0309	-0.0622	57.6676	99.9972	
    16	-0.0326	-0.0201	-0.0527	-0.0346	-0.0083	-0.0429	-0.0122	-0.0077	-0.0199	57.6442	99.9974	
    17	 0.0480	 0.0146	 0.0626	 0.0557	 0.0215	 0.0771	 0.0766	 0.0029	 0.0794	57.7659	99.9972	
    18	 0.0552	 0.0041	 0.0593	 0.0673	-0.0100	 0.0572	 0.0238	 0.0036	 0.0273	57.5949	99.9977	
    19	 0.0163	 0.0101	 0.0264	 0.0274	 0.0041	 0.0314	 0.0223	-0.0199	 0.0024	57.7532	99.9973	
    20	 0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0001	-0.0000	-0.0001	57.6390	99.9975	
    21	 0.0480	 0.0146	 0.0626	 0.0407	-0.0006	 0.0400	 0.0346	-0.0122	 0.0223	57.7117	99.9975	
    22	 0.0163	 0.0101	 0.0264	-0.0000	 0.0000	 0.0000	-0.0122	-0.0077	-0.0199	57.6287	99.9975	
    23	-0.0316	-0.0045	-0.0362	-0.0495	-0.0304	-0.0800	-0.0441	-0.0503	-0.0946	57.7404	99.9975	
    24	-0.0551	-0.0041	-0.0592	-0.0877	 0.0105	-0.0773	-0.0542	-0.0228	-0.0771	57.6702	99.9970	
    25	-0.0235	 0.0005	-0.0230	-0.0478	-0.0036	-0.0515	 0.0033	-0.0431	-0.0399	57.8310	99.9971	
    26	 0.0255	 0.0306	 0.0562	 0.0424	 0.0262	 0.0685	 0.0421	 0.0151	 0.0571	57.7220	99.9974	
    27	 0.0572	 0.0352	 0.0924	 0.0565	 0.0349	 0.0914	 0.0536	 0.0111	 0.0645	57.7168	99.9972	
    28	 0.0572	 0.0352	 0.0924	 0.0432	 0.0396	 0.0828	 0.0428	 0.0269	 0.0696	57.6390	99.9973	
    29	 0.0418	 0.0407	 0.0825	 0.0424	 0.0262	 0.0685	 0.0191	 0.0232	 0.0422	57.6339	99.9976	
    30	 0.0255	 0.0306	 0.0562	 0.0282	 0.0175	 0.0457	 0.0353	-0.0005	 0.0347	57.7557	99.9974	
    31	 0.0255	 0.0306	 0.0562	 0.0016	 0.0269	 0.0285	 0.0116	-0.0041	 0.0074	57.7091	99.9972	
    32	 0.0010	 0.0156	 0.0166	-0.0266	 0.0094	-0.0172	-0.0129	-0.0194	-0.0324	57.7066	99.9972	
    33	-0.0388	 0.0060	-0.0328	-0.0753	-0.0076	-0.0829	-0.0549	-0.0345	-0.0896	57.7014	99.9973	
    34	-0.0633	-0.0091	-0.0724	-0.1036	-0.0250	-0.1286	-0.0739	-0.0578	-0.1318	57.7378	99.9973	
    35	-0.0551	-0.0041	-0.0592	-0.0886	-0.0029	-0.0915	-0.0671	-0.0422	-0.1094	57.7014	99.9971	
    36	-0.0470	 0.0010	-0.0460	-0.0620	-0.0123	-0.0743	-0.0441	-0.0503	-0.0946	57.7819	99.9972	
    37	-0.0388	 0.0060	-0.0328	-0.0744	 0.0058	-0.0687	-0.0542	-0.0228	-0.0771	57.6650	99.9972	
    38	-0.0306	 0.0110	-0.0196	-0.0478	-0.0036	-0.0515	-0.0312	-0.0309	-0.0622	57.7455	99.9973	
    39	-0.0388	 0.0060	-0.0328	-0.0611	 0.0011	-0.0601	-0.0434	-0.0386	-0.0821	57.7429	99.9971	
    40	-0.0694	 0.0170	-0.0525	-0.0886	-0.0029	-0.0915	-0.0549	-0.0345	-0.0896	57.7845	99.9973	
    41	-0.0776	 0.0120	-0.0657	-0.1019	 0.0018	-0.1001	-0.0671	-0.0422	-0.1094	57.7819	99.9971	
    42	-0.0848	 0.0225	-0.0623	-0.1143	 0.0199	-0.0945	-0.0549	-0.0345	-0.0896	57.8259	99.9969	
    43	-0.0694	 0.0170	-0.0525	-0.1010	 0.0152	-0.0859	-0.0819	 0.0050	-0.0770	57.5897	99.9974	
    44	-0.0766	 0.0275	-0.0491	-0.0877	 0.0105	-0.0773	-0.0542	-0.0228	-0.0771	57.7870	99.9973	
    45	-0.0460	 0.0165	-0.0294	-0.0541	 0.0054	-0.0486	-0.0474	-0.0072	-0.0547	57.6702	99.9974	
    46	-0.0623	 0.0065	-0.0558	-0.0744	 0.0058	-0.0687	-0.0542	-0.0228	-0.0771	57.7091	99.9972	
    47	-0.0694	 0.0170	-0.0525	-0.0877	 0.0105	-0.0773	-0.0657	-0.0187	-0.0845	57.7066	99.9972	
    48	-0.0541	 0.0115	-0.0426	-0.1010	 0.0152	-0.0859	-0.0549	-0.0345	-0.0896	57.7429	99.9969	
    49	-0.0541	 0.0115	-0.0426	-0.0877	 0.0105	-0.0773	-0.0549	-0.0345	-0.0896	57.7429	99.9970	
    50	-0.0613	 0.0220	-0.0393	-0.0877	 0.0105	-0.0773	-0.0542	-0.0228	-0.0771	57.7455	99.9972	
    51	-0.0694	 0.0170	-0.0525	-0.1019	 0.0018	-0.1001	-0.0779	-0.0264	-0.1044	57.7014	99.9973	
    52	-0.0848	 0.0225	-0.0623	-0.1152	 0.0065	-0.1087	-0.0671	-0.0422	-0.1094	57.8209	99.9971	
    53	-0.0929	 0.0174	-0.0755	-0.1285	 0.0112	-0.1173	-0.0901	-0.0341	-0.1243	57.7404	99.9971	
    54	-0.1083	 0.0229	-0.0853	-0.1160	-0.0069	-0.1230	-0.0671	-0.0422	-0.1094	57.8649	99.9973	
    55	-0.0776	 0.0120	-0.0657	-0.1019	 0.0018	-0.1001	-0.0779	-0.0264	-0.1044	57.7040	99.9973	
