OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_44
Export date:	2022/09/16 17:26:02
Start of measurement:	2022-09-16 16:23:56.413

Datafile sample rate:	10.00	Hz
Datafile duration:	3508.300	s
Datafile total number of samples:	35083

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	6.61

Device id:	291
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	847	nm
1	2	761	nm
1	3	848	nm
1	4	761	nm
1	5	848	nm
1	6	762	nm

Export sample rate:	10.00	Hz
Selected time span:	0	3508.300
Selected time span (sample numbers):	0	35083


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_44)
3	Rx1-Tx1 HHb (T2A_44)
4	Rx1-Tx1 tHb (T2A_44)
5	Rx1-Tx2 O2Hb (T2A_44)
6	Rx1-Tx2 HHb (T2A_44)
7	Rx1-Tx2 tHb (T2A_44)
8	Rx1-Tx3 O2Hb (T2A_44)
9	Rx1-Tx3 HHb (T2A_44)
10	Rx1-Tx3 tHb (T2A_44)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_44)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_44)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	108.8926	49.6754	158.5681	85.3266	36.2755	121.6021	69.5354	30.2480	99.7834	43.7250	98.5201	
     1	 1.6978	 1.0591	 2.7570	 1.1877	 1.3307	 2.5184	 1.0672	 1.4487	 2.5159	53.5387	99.9987	
     2	 1.8610	 1.1425	 3.0036	 1.2121	 1.4189	 2.6310	 1.1115	 1.4321	 2.5435	53.5856	99.9979	
     3	 1.8471	 1.1628	 3.0100	 1.1788	 1.3988	 2.5776	 1.0632	 1.3703	 2.4335	53.7182	99.9978	
     4	 1.7325	 1.0085	 2.7411	 1.0702	 1.1861	 2.2563	 0.8886	 1.1562	 2.0447	53.7904	99.9981	
     5	 1.4148	 0.8612	 2.2761	 0.8684	 0.9171	 1.7856	 0.6628	 0.9327	 1.5955	54.1409	99.9990	
     6	 1.0824	 0.7193	 1.8018	 0.6378	 0.7042	 1.3420	 0.4096	 0.7252	 1.1348	54.4211	99.9993	
     7	 0.8046	 0.6102	 1.4149	 0.4626	 0.5615	 1.0241	 0.2455	 0.6042	 0.8497	54.6341	99.9995	
     8	 0.5980	 0.5579	 1.1560	 0.3052	 0.5030	 0.8081	 0.1663	 0.4912	 0.6576	55.0223	99.9992	
     9	 0.4427	 0.4792	 0.9220	 0.2468	 0.3819	 0.6287	 0.1169	 0.4071	 0.5239	55.2469	99.9996	
    10	 0.3637	 0.4176	 0.7814	 0.1995	 0.3411	 0.5406	 0.0744	 0.3488	 0.4232	55.3186	99.9993	
    11	 0.2916	 0.3459	 0.6377	 0.1381	 0.2795	 0.4176	 0.0395	 0.3277	 0.3671	55.2648	99.9996	
    12	 0.3376	 0.3592	 0.6969	 0.2246	 0.3318	 0.5564	 0.1501	 0.3946	 0.5447	55.2722	99.9995	
    13	 0.3671	 0.3483	 0.7155	 0.2246	 0.3318	 0.5564	 0.2275	 0.3655	 0.5930	55.4578	99.9994	
    14	 0.3064	 0.3405	 0.6470	 0.1352	 0.3389	 0.4741	 0.0761	 0.3824	 0.4585	55.1516	99.9993	
    15	 0.2144	 0.3140	 0.5284	 0.0361	 0.2912	 0.3273	-0.0048	 0.3443	 0.3395	55.1769	99.9995	
    16	 0.1449	 0.2867	 0.4317	-0.0489	 0.2643	 0.2154	-0.0414	 0.2895	 0.2481	55.3110	99.9994	
    17	 0.1718	 0.2314	 0.4033	-0.0253	 0.2296	 0.2044	 0.0249	 0.2646	 0.2896	55.3660	99.9993	
    18	 0.1380	 0.1683	 0.3064	-0.0237	 0.1448	 0.1211	 0.0197	 0.1638	 0.1836	55.5656	99.9994	
    19	 0.0546	 0.0327	 0.0874	-0.0000	-0.0000	-0.0000	-0.0314	 0.0461	 0.0146	55.6341	99.9994	
    20	-0.0001	-0.0000	 0.0000	-0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	55.8594	99.9987	
    21	 0.0859	-0.0771	 0.0088	 0.1257	-0.0464	 0.0793	 0.1293	-0.1170	 0.0123	56.1755	99.9974	
    22	 0.0572	-0.1799	-0.1226	 0.1243	-0.2922	-0.1679	-0.0040	-0.2953	-0.2993	56.2186	99.9986	
    23	-0.1685	-0.3008	-0.4691	 0.0261	-0.5476	-0.5215	-0.1600	-0.3680	-0.5280	56.1924	99.9998	
    24	-0.2266	-0.2642	-0.4907	-0.0020	-0.5890	-0.5911	-0.2281	-0.3767	-0.6048	56.2448	99.9997	
    25	-0.5348	-0.3772	-0.9119	-0.1890	-0.8246	-1.0136	-0.4796	-0.4421	-0.9216	56.1388	99.9986	
    26	-0.3403	-0.2751	-0.6153	-0.0804	-0.6120	-0.6923	-0.2945	-0.3518	-0.6462	56.1896	99.9996	
    27	-0.4011	-0.2829	-0.6839	-0.1543	-0.5587	-0.7131	-0.3259	-0.3057	-0.6316	56.0687	99.9998	
    28	-0.3707	-0.2790	-0.6496	-0.1055	-0.6027	-0.7082	-0.2927	-0.3182	-0.6109	56.1373	99.9996	
    29	-0.2874	-0.2720	-0.5593	-0.0494	-0.5197	-0.5691	-0.2142	-0.2164	-0.4305	55.8908	99.9997	
    30	-0.2171	-0.2299	-0.4469	-0.0509	-0.4349	-0.4858	-0.1740	-0.2029	-0.3769	55.9167	99.9999	
    31	-0.2171	-0.2299	-0.4469	-0.0760	-0.4256	-0.5016	-0.2142	-0.2164	-0.4305	55.8656	100.0000	
    32	-0.2613	-0.2135	-0.4748	-0.0760	-0.4256	-0.5016	-0.2142	-0.2164	-0.4305	55.9768	99.9999	
    33	-0.2310	-0.2096	-0.4405	-0.0509	-0.4349	-0.4858	-0.1810	-0.2288	-0.4098	56.0454	99.9999	
    34	-0.1858	-0.2112	-0.3969	-0.0243	-0.4188	-0.4431	-0.1740	-0.2029	-0.3769	55.9055	99.9999	
    35	-0.1841	-0.1816	-0.3656	-0.0465	-0.3588	-0.4052	-0.1408	-0.2154	-0.3562	56.0797	99.9999	
    36	-0.1615	-0.1824	-0.3438	-0.0450	-0.3334	-0.3784	-0.1595	-0.1399	-0.2993	55.7769	100.0000	
    37	-0.1190	-0.0998	-0.2186	-0.0044	-0.1864	-0.1907	-0.0232	-0.1225	-0.1458	56.1441	99.9994	
    38	-0.0287	-0.1029	-0.1315	 0.0488	-0.1542	-0.1053	 0.0961	-0.1045	-0.0084	56.1999	99.9995	
    39	-0.0435	-0.0974	-0.1408	 0.0488	-0.1542	-0.1053	 0.0297	-0.0796	-0.0499	56.0156	99.9994	
    40	-0.0443	-0.1122	-0.1564	-0.0014	-0.1356	-0.1370	-0.0035	-0.0672	-0.0706	55.8734	99.9994	
    41	-0.0730	-0.0865	-0.1594	 0.0222	-0.1703	-0.1480	 0.0297	-0.0796	-0.0499	56.0894	99.9997	
    42	-0.0426	-0.0826	-0.1251	 0.0237	-0.1449	-0.1212	 0.0629	-0.0921	-0.0292	56.1577	99.9995	
    43	-0.0339	-0.0631	-0.0969	 0.0503	-0.1288	-0.0785	 0.0978	-0.0709	 0.0269	56.2026	99.9996	
    44	-0.0044	-0.0740	-0.0783	 0.0503	-0.1288	-0.0785	 0.0978	-0.0709	 0.0269	56.1290	99.9996	
    45	-0.0035	-0.0592	-0.0627	 0.0784	-0.0873	-0.0089	 0.1456	-0.0204	 0.1252	56.1194	99.9995	
    46	 0.1032	-0.0382	 0.0652	 0.1775	-0.0396	 0.1378	 0.2597	 0.0053	 0.2649	56.1670	99.9993	
    47	 0.1570	-0.0202	 0.1369	 0.2122	 0.0059	 0.2181	 0.2631	 0.0725	 0.3356	55.9291	99.9992	
    48	 0.1579	-0.0054	 0.1526	 0.2137	 0.0312	 0.2449	 0.2631	 0.0725	 0.3356	55.9603	99.9989	
    49	 0.1588	 0.0094	 0.1683	 0.2403	 0.0473	 0.2876	 0.3091	 0.0895	 0.3986	56.0447	99.9989	
    50	 0.1735	 0.0039	 0.1776	 0.2654	 0.0381	 0.3035	 0.3108	 0.1231	 0.4339	55.9146	99.9992	
    51	 0.3350	 0.0577	 0.3928	 0.4258	 0.1473	 0.5732	 0.4709	 0.2742	 0.7450	55.6830	99.9992	
    52	 0.6292	 0.1910	 0.8203	 0.7030	 0.3885	 1.0915	 0.7415	 0.4922	 1.2337	55.4590	99.9982	
