OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_45
Export date:	2022/09/09 07:28:20
Start of measurement:	2022-09-09 06:10:06.730

Datafile sample rate:	10.00	Hz
Datafile duration:	3925.400	s
Datafile total number of samples:	39254

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	6.45

Device id:	334
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	849	nm
1	2	759	nm
1	3	846	nm
1	4	757	nm
1	5	848	nm
1	6	757	nm

Export sample rate:	10.00	Hz
Selected time span:	0	3925.400
Selected time span (sample numbers):	0	39254


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_45)
3	Rx1-Tx1 HHb (T2A_45)
4	Rx1-Tx1 tHb (T2A_45)
5	Rx1-Tx2 O2Hb (T2A_45)
6	Rx1-Tx2 HHb (T2A_45)
7	Rx1-Tx2 tHb (T2A_45)
8	Rx1-Tx3 O2Hb (T2A_45)
9	Rx1-Tx3 HHb (T2A_45)
10	Rx1-Tx3 tHb (T2A_45)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_45)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_45)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	138.2384	79.0901	217.3285	114.7782	69.4745	184.2527	96.9988	64.4003	161.3990	11.5652	98.7634	
     1	-0.5651	-0.0739	-0.6390	-0.5027	-0.0606	-0.5633	-0.4915	-0.0580	-0.5495	72.1663	99.9681	
     2	-0.5424	-0.0744	-0.6168	-0.4830	-0.0609	-0.5440	-0.4856	-0.0543	-0.5399	72.1016	99.9683	
     3	-0.5424	-0.0744	-0.6168	-0.4830	-0.0609	-0.5440	-0.4804	-0.0619	-0.5423	72.1696	99.9687	
     4	-0.5118	-0.0700	-0.5818	-0.4497	-0.0529	-0.5025	-0.4339	-0.0436	-0.4775	72.1564	99.9675	
     5	-0.4122	-0.0519	-0.4642	-0.3377	-0.0461	-0.3838	-0.3259	-0.0412	-0.3671	72.3497	99.9678	
     6	-0.3590	-0.0480	-0.4070	-0.3043	-0.0380	-0.3424	-0.3030	-0.0377	-0.3407	72.2887	99.9682	
     7	-0.3590	-0.0480	-0.4070	-0.3172	-0.0335	-0.3507	-0.3141	-0.0338	-0.3479	72.2242	99.9679	
     8	-0.3590	-0.0480	-0.4070	-0.3104	-0.0293	-0.3396	-0.3030	-0.0377	-0.3407	72.2887	99.9690	
     9	-0.3511	-0.0431	-0.3942	-0.2975	-0.0338	-0.3313	-0.2971	-0.0340	-0.3311	72.2887	99.9682	
    10	-0.3511	-0.0431	-0.3942	-0.3104	-0.0293	-0.3396	-0.2971	-0.0340	-0.3311	72.2887	99.9677	
    11	-0.3048	-0.0290	-0.3338	-0.2505	-0.0173	-0.2679	-0.2225	-0.0198	-0.2423	72.4072	99.9671	
    12	-0.2130	-0.0158	-0.2288	-0.1522	-0.0190	-0.1712	-0.1426	-0.0133	-0.1559	72.4713	99.9665	
    13	-0.1756	-0.0216	-0.1971	-0.1453	-0.0148	-0.1601	-0.1426	-0.0133	-0.1559	72.3463	99.9667	
    14	-0.1904	-0.0163	-0.2066	-0.1453	-0.0148	-0.1601	-0.1426	-0.0133	-0.1559	72.4106	99.9669	
    15	-0.1756	-0.0216	-0.1971	-0.1514	-0.0060	-0.1574	-0.1367	-0.0096	-0.1463	72.3430	99.9668	
    16	-0.1825	-0.0114	-0.1939	-0.1385	-0.0106	-0.1491	-0.1367	-0.0096	-0.1463	72.4106	99.9669	
    17	-0.1746	-0.0065	-0.1811	-0.1317	-0.0064	-0.1381	-0.1249	-0.0022	-0.1271	72.4072	99.9663	
    18	-0.0977	 0.0120	-0.0857	-0.0454	 0.0094	-0.0359	-0.0333	 0.0118	-0.0215	72.5285	99.9663	
    19	 0.0079	 0.0048	 0.0127	 0.0137	 0.0085	 0.0221	 0.0177	 0.0111	 0.0289	72.4038	99.9651	
    20	-0.0000	-0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	72.4106	99.9651	
    21	-0.0237	-0.0146	-0.0382	-0.0205	-0.0126	-0.0331	-0.0177	-0.0111	-0.0288	72.4106	99.9651	
