OxySoft export of:	C:\Users\TO3 TechSupport\Documents\Train2Adapt\T2A_08
Export date:	2022/09/16 02:04:29
Start of measurement:	2022-09-16 01:04:17.862

Datafile sample rate:	10.00	Hz
Datafile duration:	3530.700	s
Datafile total number of samples:	35307

Description:	

Optode-template:	PortaMon TSI Fit Factor
Optode distance (mm):	 35.00
Optode gradients (mm):	 5.00
DPF:	6.39

Device id:	334
# Receivers:	1
# Light sources:	6
# ADC:	2

Light source wavelengths:
device	index	wavelength
1	1	849	nm
1	2	759	nm
1	3	846	nm
1	4	757	nm
1	5	848	nm
1	6	757	nm

Export sample rate:	10.00	Hz
Selected time span:	0	3530.700
Selected time span (sample numbers):	0	35307


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (T2A_08)
3	Rx1-Tx1 HHb (T2A_08)
4	Rx1-Tx1 tHb (T2A_08)
5	Rx1-Tx2 O2Hb (T2A_08)
6	Rx1-Tx2 HHb (T2A_08)
7	Rx1-Tx2 tHb (T2A_08)
8	Rx1-Tx3 O2Hb (T2A_08)
9	Rx1-Tx3 HHb (T2A_08)
10	Rx1-Tx3 tHb (T2A_08)
11	Rx1-Tx1,Tx2,Tx3 TSI% (T2A_08)
12	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (T2A_08)
13	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13
     0	123.5343	58.2501	181.7844	100.2345	46.4397	146.6742	80.8359	40.6886	121.5245	11.5652	98.7634	
     1	 0.0319	 0.0196	 0.0514	 0.0085	 0.0304	 0.0389	-0.0652	 0.0581	-0.0071	52.2468	99.9457	
     2	 0.0020	 0.0303	 0.0323	-0.0053	 0.0219	 0.0166	-0.0659	 0.0467	-0.0192	52.3709	99.9450	
     3	 0.0010	 0.0151	 0.0161	-0.0053	 0.0219	 0.0166	-0.0778	 0.0392	-0.0386	52.3266	99.9467	
     4	-0.0069	 0.0102	 0.0033	-0.0130	 0.0046	-0.0084	-0.1002	 0.0471	-0.0531	52.2424	99.9457	
     5	-0.0149	 0.0053	-0.0096	-0.0260	 0.0092	-0.0168	-0.0897	 0.0317	-0.0580	52.3266	99.9457	
     6	 0.0090	 0.0200	 0.0290	 0.0206	 0.0128	 0.0334	 0.0087	 0.0496	 0.0583	52.5296	99.9426	
     7	 0.0398	 0.0245	 0.0643	 0.0474	 0.0167	 0.0640	 0.0543	 0.0451	 0.0994	52.6178	99.9419	
     8	 0.0319	 0.0196	 0.0514	 0.0215	 0.0258	 0.0473	 0.0133	 0.0304	 0.0437	52.5565	99.9438	
     9	 0.0239	 0.0147	 0.0386	 0.0206	 0.0128	 0.0334	-0.0091	 0.0383	 0.0292	52.4725	99.9438	
    10	 0.0309	 0.0044	 0.0353	 0.0077	 0.0173	 0.0250	-0.0210	 0.0308	 0.0098	52.4239	99.9441	
    11	 0.0229	-0.0005	 0.0224	 0.0008	 0.0131	 0.0139	-0.0329	 0.0234	-0.0096	52.4196	99.9446	
    12	 0.0080	 0.0049	 0.0129	-0.0000	 0.0000	-0.0000	-0.0449	 0.0159	-0.0290	52.4551	99.9448	
    13	-0.0149	 0.0053	-0.0096	-0.0199	 0.0004	-0.0195	-0.0673	 0.0238	-0.0435	52.4152	99.9446	
    14	-0.0378	 0.0058	-0.0320	-0.0329	 0.0049	-0.0279	-0.0799	 0.0049	-0.0750	52.4906	99.9465	
    15	-0.0378	 0.0058	-0.0320	-0.0466	-0.0036	-0.0502	-0.0911	 0.0088	-0.0823	52.4464	99.9447	
    16	-0.0607	 0.0062	-0.0545	-0.0466	-0.0036	-0.0502	-0.1030	 0.0014	-0.1017	52.4863	99.9467	
    17	-0.0687	 0.0013	-0.0673	-0.0535	-0.0078	-0.0613	-0.1142	 0.0053	-0.1089	52.4464	99.9466	
    18	-0.0448	 0.0160	-0.0287	-0.0389	 0.0138	-0.0252	-0.0105	 0.0154	 0.0049	52.6888	99.9423	
    19	-0.0069	 0.0102	 0.0033	 0.0129	-0.0046	 0.0084	 0.0238	 0.0150	 0.0388	52.6931	99.9424	
    20	 0.0000	-0.0000	-0.0000	-0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	52.6361	99.9438	
    21	-0.0298	 0.0107	-0.0192	-0.0199	 0.0004	-0.0195	-0.0449	 0.0159	-0.0290	52.5478	99.9443	
    22	-0.0298	 0.0107	-0.0192	-0.0260	 0.0092	-0.0168	-0.0343	 0.0005	-0.0339	52.6275	99.9448	
    23	-0.0229	 0.0004	-0.0224	-0.0199	 0.0004	-0.0195	-0.0350	-0.0110	-0.0460	52.6232	99.9453	
    24	-0.0527	 0.0111	-0.0416	-0.0207	-0.0127	-0.0334	-0.0582	-0.0145	-0.0726	52.6588	99.9463	
    25	-0.0607	 0.0062	-0.0545	-0.0406	-0.0124	-0.0530	-0.0701	-0.0220	-0.0920	52.6545	99.9460	
    26	-0.0687	 0.0013	-0.0673	-0.0665	-0.0032	-0.0697	-0.0820	-0.0295	-0.1114	52.6502	99.9459	
